ADS_N,elevation,aspect,slope,plot_radius,ForCat,ASSETTO,CanopyCover,nDeadTrees,DEFOGLIAZIONE,sDBH,sH,incr_cm_y,sDBH2,vol_i_1,vol_i_2,pV_new,CAI_m3_ha_y,Age,dom_DBH,TH,BasalArea_ha,GS_ha,pV,CAI_mc_ha_anno,
3300500,650,N,40,10,QV,CM,60,4,99,24,11,0.06,24.06,0.2488141382,0.2500597639,0.00500625,0.4574210625,53,30,12,22.98,91.37,0.015,0.0137055,0.4574210625
1300675,1125,N,17,13,FG,CM,50,30,99,16,16,0.06,16.06,0.1608495439,0.1620581774,0.0075140625,0.4573809844,45,29,16,13.1,60.87,0.0225,0.01369575,0.4573809844
4100605,580,N,39,10,CA,CM,60,8,99,21,10,0.06,21.06,0.173180295,0.1741713104,0.005722449,0.4559647347,47,25,13,13.47,79.68,0.0171428571,0.0136594286,0.4559647347
3000173,1105,O,15,15,LC,FU,50,2,0,32,13,0.1,32.1,0.5227610176,0.526033379,0.0062597656,0.4556483398,33,35,18,10.14,72.79,0.01875,0.013648125,0.4556483398
3000472,1580,N,27,15,LC,FU,70,5,0,17,16,0.04,17.04,0.1815840554,0.1824395739,0.0047114187,0.4546047889,74,42,18,13.08,96.49,0.0094117647,0.0090814118,0.4546047889
2800146,930,O,35,14,QV,CM,30,3,0,10,9,0.16,10.16,0.0353429174,0.0364829385,0.032256,0.45706752,34,12,10,4.64,14.17,0.096,0.0136032,0.45706752
300042,840,N,43,10,QV,SG,50,0,0,10,5,0.05,10.05,0.0196349541,0.0198317945,0.010025,0.45443325,60,23,12,12.36,45.33,0.02,0.009066,0.45443325
200082,514,E,33,10,QR,FC,80,0,0,15,9,0.19,15.19,0.079521564,0.0815488691,0.0254937778,0.4555738089,20,17,14,4.98,17.87,0.076,0.0135812,0.4555738089
200075,300,O,5,10,BS,CM,100,0,0,11,9,0.35,11.35,0.04276493,0.0455296297,0.0646487603,0.459652686,11,13,15,2.51,7.11,0.2545454545,0.0180981818,0.459652686
200446,543,N,12,10,QR,CM,80,0,0,16,11,0.11,16.11,0.1105840614,0.1121098191,0.0137972656,0.4533781484,11,16,11,9.64,32.86,0.055,0.018073,0.4533781484
500120,620,O,24,10,CA,CM,50,0,99,15,12,0.14,15.14,0.1060287521,0.1080171917,0.0187537778,0.4512158933,33,20,15,4.48,24.06,0.056,0.0134736,0.4512158933
3000368,2120,E,15,15,LC,FU,60,0,0,40,17,0.08,40.08,1.0681415022,1.0724183408,0.004004,0.44956912,114,60,15,16.58,112.28,0.008,0.0089824,0.44956912
3800437,390,O,40,10,BS,SG,60,2,0,10,7,0.21,10.21,0.0274889357,0.0286555936,0.042441,0.45284547,31,15,7,2.84,10.67,0.126,0.0134442,0.45284547
300357,625,S,26,10,QV,CM,70,0,0,8,5,0.08,8.08,0.0125663706,0.0128189547,0.0201,0.449838,27,20,17,6.28,22.38,0.06,0.013428,0.449838
3300457,775,N,30,10,QV,CM,60,2,99,11,7,0.11,11.11,0.0332616122,0.0339301706,0.0201,0.449436,36,16,5,8.74,22.36,0.06,0.013416,0.449436
1300530,1690,S,35,10,PN,SG,25,0,0,9,5,0.18,9.18,0.0159043128,0.016546847,0.0404,0.450056,22,13,5,2.94,11.14,0.12,0.013368,0.450056
400292,403,E,17,10,QV,CM,40,0,0,9,8,0.2,9.2,0.0254469005,0.0265904402,0.0449382716,0.4498320988,14,13,8,3.32,10.01,0.1777777778,0.0177955556,0.4498320988
600420,360,O,32,10,AF,FU,90,0,0,12,16,0.08,12.08,0.0904778684,0.0916882612,0.0133777778,0.4462826667,15,16,12,7.92,33.36,0.0533333333,0.017792,0.4462826667
2800234,480,O,10,15,QV,CM,50,0,0,21,10,0.12,21.12,0.173180295,0.1751651533,0.0114612245,0.4453831837,35,29,11,7.2,38.86,0.0342857143,0.0133234286,0.4453831837
300167,915,N,22,10,RI,RI,60,12,0,16,5,0.05,16.05,0.0502654825,0.0505801326,0.0062597656,0.44469375,38,20,5,13.75,71.04,0.01875,0.01332,0.44469375
2900163,1880,E,30,15,LC,FU,30,0,0,24,10,0.12,24.12,0.2261946711,0.2284622726,0.010025,0.44500975,21,30,12,6.05,44.39,0.03,0.013317,0.44500975
400126,350,S,10,12,QR,CM,50,1,0,20,8,0.08,20.08,0.1256637061,0.1266710264,0.008016,0.44464752,34,22,9,14.05,55.47,0.024,0.0133128,0.44464752
3300452,945,N,35,10,QV,FC,70,8,99,14,10,0.08,14.08,0.07696902,0.0778511792,0.0114612245,0.4434347755,48,22,13,10.96,38.69,0.0342857143,0.0132651429,0.4434347755
3300523,480,S,10,10,CA,CM,40,1,99,15,6,0.18,15.18,0.053014376,0.0542943551,0.024144,0.44449104,23,18,6,6.75,18.41,0.072,0.0132552,0.44449104
3000396,2260,N,22,15,LC,SG,60,3,0,47,16,0.19,47.19,1.3879556344,1.3992000856,0.0081014486,0.4425011236,111,35,14,8.64,54.62,0.0161702128,0.0088321702,0.4425011236
1100357,1180,S,26,10,BS,IN,40,1,0,10,5,0.48,10.48,0.0196349541,0.0215651486,0.098304,0.45121536,11,12,5,1.89,4.59,0.384,0.0176256,0.45121536
2300083,1460,N,40,10,BS,SG,70,2,99,8,6,0.05,8.05,0.0150796447,0.0152687293,0.0125390625,0.441375,43,12,6,5.92,35.2,0.0375,0.0132,0.441375
200204,620,S,18,10,QR,CM,70,1,0,11,6,0.08,11.08,0.0285099533,0.0289261515,0.0145983471,0.4411620496,24,21,6,8.89,30.22,0.0436363636,0.0131869091,0.4411620496
5800058,520,N,17,15,CA,FC,100,0,0,10,5,0.17,10.17,0.0196349541,0.020308217,0.034289,0.4423281,20,22,11,2.09,12.9,0.102,0.013158,0.4423281
2800259,630,S,15,10,RI,RI,50,18,0,25,10,0.33,25.33,0.2454369261,0.2519592258,0.02657424,0.4408666416,80,25,10,2.87,16.59,0.0528,0.00875952,0.4408666416
700143,1680,O,27,15,LC,FU,40,1,99,50,19,0.06,50.06,1.8653206381,1.8698000937,0.00240144,0.4371101088,180,59,17,19.69,182.02,0.0048,0.00873696,0.4371101088
700404,1365,O,22,11,FG,FC,80,1,0,17,7,0.02,17.02,0.0794430242,0.0796300589,0.0023543253,0.4368450519,130,32,20,25.21,185.55,0.0047058824,0.0087317647,0.4368450519
3000443,1490,N,27,15,LC,FU,80,2,0,34,18,0.06,34.06,0.8171282492,0.8200147759,0.003532526,0.4367261834,83,35,23,16.72,123.63,0.0070588235,0.0087268235,0.4367261834
3200158,720,E,37,15,RI,RI,40,0,0,13,5,0.12,13.12,0.0331830724,0.0337985104,0.0185467456,0.4369613254,48,25,10,6,23.56,0.0553846154,0.0130486154,0.4369613254
3000048,2170,N,18,15,LC,FU,20,4,0,16,6,0.21,16.21,0.0603185789,0.0619123325,0.0264222656,0.4367600508,58,33,13,2.36,16.53,0.07875,0.013017375,0.4367600508
1600001,1150,S,41,9,FG,FU,90,3,20,48,16,0.06,48.06,1.4476458948,1.4512672715,0.0025015625,0.4320948906,135,48,16,23.96,172.73,0.005,0.0086365,0.4320948906
400014,569,E,30,10,QR,FC,90,0,10,14,7,0.08,14.08,0.053878314,0.0544958255,0.0114612245,0.432890449,17,23,10,8.44,37.77,0.0457142857,0.0172662857,0.432890449
2600253,1910,N,35,15,LC,FU,40,1,40,65,14,0.07,65.07,2.3228150682,2.3278207485,0.0021550059,0.4305917323,400,65,14,22.84,199.81,0.0043076923,0.0086072,0.4305917323
3800691,1820,N,36,14,LC,FU,20,0,0,24,7,0.18,24.18,0.1583362697,0.1607202202,0.01505625,0.4313615625,53,29,8,3.4,28.65,0.045,0.0128925,0.4313615625
6200517,150,A,0,10,QC,CM,80,0,0,14,5,0.16,14.16,0.03848451,0.0393691825,0.0229877551,0.4307905306,29,20,7,3.62,18.74,0.0685714286,0.0128502857,0.4307905306
5900029,460,S,10,10,CA,CM,60,0,99,12,8,0.09,12.09,0.0452389342,0.0459200629,0.01505625,0.4298559375,15,32,10,3.49,28.55,0.06,0.01713,0.4298559375
5900065,400,N,0,11,QV,CM,80,2,99,14,8,0.05,14.05,0.061575216,0.0620158244,0.0071556122,0.4289789541,18,20,9,14.09,59.95,0.0285714286,0.0171285714,0.4289789541
3300472,380,A,0,10,RB,CM,100,0,99,10,5,0.5,10.5,0.0196349541,0.0216475369,0.1025,0.4387,12,12,5,1.49,4.28,0.4,0.01712,0.4387
5900048,300,N,0,12,AN,CM,90,3,99,25,10,0.11,25.11,0.2454369261,0.2476015227,0.00881936,0.426857024,17,27,10,12.53,48.4,0.0352,0.0170368,0.426857024
3000033,1830,N,40,15,LC,SG,30,1,0,31,20,0.07,31.07,0.754767635,0.7581801115,0.0045212279,0.4259900916,93,62,27,12.11,94.22,0.0090322581,0.0085101935,0.4259900916
1200339,780,O,30,15,QV,CM,25,0,0,20,12,0.14,20.14,0.1884955592,0.1911437333,0.014049,0.42554421,45,24,12,3.9,30.29,0.042,0.0127218,0.42554421
200086,570,A,8,10,BS,IN,90,1,0,9,5,0.43,9.43,0.0159043128,0.0174603633,0.0978382716,0.4334235432,11,18,8,1.18,4.43,0.3822222222,0.0169324444,0.4334235432
1300439,1560,N,24,10,FG,CM,50,5,10,12,7,0.11,12.11,0.0395840674,0.0403131015,0.0184173611,0.4245201736,38,14,9,6.44,23.05,0.055,0.0126775,0.4245201736
100089,545,E,40,10,QR,CM,60,0,99,13,6,0.3,13.3,0.0398196869,0.0416787243,0.0466863905,0.4271804734,20,15,8,2.14,9.15,0.1384615385,0.0126692308,0.4271804734
5900242,360,O,5,10,RB,CM,90,0,99,15,12,0.15,15.15,0.1060287521,0.10815993,0.0201,0.42411,26,21,14,3.48,21.1,0.06,0.01266,0.42411
100033,950,A,0,10,AF,IN,90,0,0,8,6,0.18,8.18,0.0150796447,0.0157658628,0.04550625,0.4263935625,16,18,8,2.05,9.37,0.18,0.016866,0.4263935625
600295,1495,N,15,17,AF,FU,50,8,0,11,8,0.1,11.1,0.0380132711,0.0387075631,0.0182644628,0.421361157,48,22,10,4.95,23.07,0.0545454545,0.0125836364,0.421361157
300219,720,N,36,10,FG,CM,75,5,0,13,8,0.08,13.08,0.0530929158,0.0537483777,0.0123455621,0.4207367574,34,20,10,10.11,34.08,0.0369230769,0.0125833846,0.4207367574
3200204,1720,N,35,15,LC,SG,90,0,0,48,20,0.15,48.15,1.8095573685,1.8208847735,0.0062597656,0.4195920898,111,50,21,7.69,67.03,0.0125,0.00837875,0.4195920898
3000081,2140,O,34,15,LC,FU,30,5,0,30,12,0.07,30.07,0.4241150082,0.4260965207,0.0046721111,0.4181072233,199,51,16,11.3,89.49,0.0093333333,0.0083524,0.4181072233
3800160,1300,S,22,15,FG,CM,100,0,0,16,13,0.21,16.21,0.1306902544,0.134143387,0.0264222656,0.4198498008,42,18,13,3.37,15.89,0.07875,0.012513375,0.4198498008
400209,530,S,25,10,QV,SG,30,0,0,9,5,0.06,9.06,0.0159043128,0.0161170772,0.0133777778,0.4184568889,28,28,8,6.71,31.28,0.04,0.012512,0.4184568889
3000102,1500,O,28,15,AB,FU,20,2,0,37,20,0.04,37.04,1.0752100857,1.0775361209,0.0021633309,0.416657531,61,67,24,17.4,192.6,0.0043243243,0.0083286486,0.416657531
300252,370,N,25,10,CA,CM,100,5,0,17,10,0.16,17.16,0.1134900346,0.1156363707,0.0189121107,0.4153099516,41,25,14,5.18,21.96,0.0564705882,0.0124009412,0.4153099516
4100126,910,S,45,11,QV,FC,50,0,99,13,8,0.12,13.12,0.0530929158,0.0540776166,0.0185467456,0.4150761657,42,29,11,4.07,22.38,0.0553846154,0.0123950769,0.4150761657
3400280,1330,O,33,17,AF,IN,50,0,10,30,13,0.06,30.06,0.4594579256,0.4612975951,0.004004,0.41345304,62,41,14,11.93,103.26,0.008,0.0082608,0.41345304
2800454,830,E,10,10,AF,IN,90,0,0,11,8,0.34,11.34,0.0380132711,0.0403994992,0.0627735537,0.4186996033,14,11,8,2.16,6.67,0.2472727273,0.0164930909,0.4186996033
3400301,1080,O,36,15,PE,FU,70,0,5,38,24,0.07,38.07,1.3609379375,1.3659565376,0.0036876039,0.4126059979,180,39,25,14.43,111.89,0.0073684211,0.0082445263,0.4126059979
800028,1890,E,38,15,LC,FU,50,0,0,16,7,0.09,16.09,0.0703716754,0.0711655834,0.0112816406,0.4122311484,35,36,11,5.06,36.54,0.03375,0.01233225,0.4122311484
1100362,1490,S,32,15,BS,IN,60,2,0,21,10,0.12,21.12,0.173180295,0.1751651533,0.0114612245,0.4121456327,45,33,12,7.01,35.96,0.0342857143,0.0123291429,0.4121456327
2900201,505,S,35,10,QR,SG,50,0,0,16,9,0.21,16.21,0.0904778684,0.0928684987,0.0264222656,0.4121873438,30,16,9,4.03,15.6,0.07875,0.012285,0.4121873438
300271,690,N,30,10,QV,FC,90,0,0,21,12,0.12,21.12,0.207816354,0.2101981839,0.0114612245,0.4098533878,60,25,14,11.11,35.76,0.0228571429,0.0081737143,0.4098533878
3000121,1810,N,35,15,LC,FU,60,1,0,36,20,0.05,36.05,1.0178760198,1.0207054166,0.0027797068,0.4087002894,72,47,21,18.28,147.03,0.0055555556,0.0081683333,0.4087002894
3800107,1390,O,31,15,AF,IN,50,0,0,12,9,0.29,12.29,0.050893801,0.0533833914,0.0489173611,0.4133517014,20,11,8,1.15,8.45,0.145,0.0122525,0.4133517014
3200293,1075,O,23,13,QV,CM,60,7,0,14,6,0.1,14.1,0.046181412,0.0468435027,0.0143367347,0.4091704082,39,18,8,8.82,28.54,0.0428571429,0.0122314286,0.4091704082
400448,390,E,30,10,BS,IN,30,0,20,14,7,0.3,14.3,0.053878314,0.0562121247,0.0433163265,0.4119382653,23,15,14,2.4,9.51,0.1285714286,0.0122271429,0.4119382653
800105,1860,O,29,15,LC,FU,30,2,0,49,14,0.1,49.1,1.3200186932,1.3254120224,0.0040857976,0.4071497293,160,53,18,10.99,99.65,0.0081632653,0.0081346939,0.4071497293
400055,360,E,35,10,CA,CM,85,0,10,10,8,0.2,10.2,0.0314159265,0.03268513,0.0404,0.41006,26,12,9,3.76,10.15,0.12,0.01218,0.41006
6300023,255,E,8,10,BS,IN,60,0,0,17,5,0.3,17.3,0.0567450173,0.0587654541,0.0356055363,0.4087515571,25,17,7,1.82,11.48,0.1058823529,0.0121552941,0.4087515571
1600076,960,S,38,11,QV,FU,75,0,15,17,9,0.05,17.05,0.1021410311,0.1027427443,0.0058910035,0.4032391869,55,17,9,11.69,68.45,0.0176470588,0.0120794118,0.4032391869
2900319,1000,S,15,14,QR,CM,99,2,0,15,5,0.24,15.24,0.0441786467,0.0456036731,0.032256,0.4048128,35,15,5,3.84,12.55,0.096,0.012048,0.4048128
3600217,1205,N,33,10,BS,IN,40,8,0,8,7,0.3,8.3,0.0175929189,0.0189371278,0.07640625,0.408009375,13,12,7,2.54,5.34,0.3,0.01602,0.408009375
2600123,1640,N,35,15,LC,FU,30,2,0,30,11,0.05,30.05,0.3887720909,0.3900690778,0.0033361111,0.4001331667,145,51,13,16.26,119.94,0.0066666667,0.007996,0.4001331667
5900069,250,O,0,9,AN,FC,80,0,99,11,10,0.05,11.05,0.0475165889,0.0479495396,0.0091115702,0.3988134298,10,15,10,16.87,43.77,0.0363636364,0.0159163636,0.3988134298
4400032,510,E,42,10,CA,CM,20,30,99,9,8,0.32,9.32,0.0254469005,0.0272886278,0.0723753086,0.4031304691,14,10,8,1.49,5.57,0.2844444444,0.0158435556,0.4031304691
2300030,1000,S,31,10,BS,IN,100,0,99,27,17,0.13,27.13,0.4866719719,0.491369725,0.0096528121,0.3965375199,60,29,16,5.42,41.08,0.0192592593,0.0079117037,0.3965375199
4100108,1120,O,36,9,BS,SG,50,0,99,10,6,0.3,10.3,0.0235619449,0.0249968673,0.0609,0.400722,13,11,8,2.33,6.58,0.24,0.015792,0.400722
2800002,705,S,30,10,CA,CM,20,0,0,17,16,0.18,17.18,0.1815840554,0.1854497223,0.0212885813,0.3966062699,43,17,16,4.39,18.63,0.0635294118,0.0118355294,0.3966062699
1600236,1240,N,33,9,AB,FU,70,2,30,46,23,0.02,46.02,1.9111878908,1.9128501546,0.0008697543,0.3943117883,220,46,23,53.04,453.36,0.0017391304,0.0078845217,0.3943117883
2800271,265,A,0,10,RB,CM,50,0,0,10,6,0.2,10.2,0.0235619449,0.0245138475,0.0404,0.396728,24,10,6,3.92,9.82,0.12,0.011784,0.396728
100026,1550,N,5,10,AF,SG,100,4,0,20,10,0.13,20.13,0.1570796327,0.1591283045,0.01304225,0.3940063725,35,24,15,4.41,30.21,0.039,0.0117819,0.3940063725
4100326,1620,N,28,15,BS,SG,40,0,99,8,5,0.22,8.22,0.0125663706,0.0132670243,0.05575625,0.398099625,18,19,8,2.25,7.14,0.22,0.015708,0.398099625
5300118,340,S,12,10,BS,IN,60,3,99,9,8,0.38,9.38,0.0254469005,0.0276411145,0.0862271605,0.4009562963,12,11,8,1.46,4.65,0.3377777778,0.0157066667,0.4009562963
1000144,2010,N,30,13,LC,FU,100,0,0,37,15,0.09,37.09,0.8064075643,0.8103353994,0.0048707816,0.3928772432,130,41,17,10.73,80.66,0.0097297297,0.007848,0.3928772432
800056,1800,S,41,15,LC,FU,20,7,0,42,17,0.11,42.11,1.1776260062,1.1838026012,0.0052449546,0.3924275068,90,42,17,8.32,74.82,0.0104761905,0.0078382857,0.3924275068
400025,475,S,27,10,QR,CM,70,0,15,16,6,0.05,16.05,0.0603185789,0.0606961591,0.0062597656,0.3921743164,25,25,9,17.92,62.65,0.01875,0.011746875,0.3921743164
700436,1555,N,9,12,LC,FU,40,0,0,35,9,0.05,35.05,0.4329507376,0.4341886233,0.0028591837,0.3918225306,110,50,18,19.47,137.04,0.0057142857,0.0078308571,0.3918225306
400261,770,O,16,15,QV,CM,70,3,0,17,7,0.1,17.1,0.0794430242,0.0803803969,0.011799308,0.3926809689,39,20,12,8.72,33.28,0.0352941176,0.0117458824,0.3926809689
200059,680,S,25,10,OS,CM,50,7,0,12,5,0.1,12.1,0.0282743339,0.0287475363,0.0167361111,0.3926291667,36,16,5,7.56,23.46,0.05,0.01173,0.3926291667
200065,620,E,35,10,QR,CM,60,1,0,11,5,0.15,11.15,0.0237582944,0.0244106658,0.0274586777,0.3923845041,43,17,10,4.71,14.29,0.0818181818,0.0116918182,0.3923845041
3000203,1700,S,38,15,LC,SG,60,0,0,42,15,0.07,42.07,1.0390817702,1.0425482624,0.0033361111,0.3890572778,138,44,19,14.59,116.62,0.0066666667,0.0077746667,0.3890572778
400012,483,O,5,10,QR,CM,80,0,10,19,13,0.07,19.07,0.184293679,0.185654134,0.0073819945,0.389104928,42,25,15,8.35,52.71,0.0221052632,0.0116516842,0.389104928
200051,425,S,30,10,QR,IN,30,0,0,11,5,0.11,11.11,0.0237582944,0.0242358362,0.0201,0.389337,23,14,5,7.11,19.37,0.06,0.011622,0.389337
700147,1750,N,33,15,LC,FU,80,1,99,26,14,0.02,26.02,0.3716504109,0.3722224007,0.0015390533,0.3875028284,200,54,21,28.1,251.78,0.0030769231,0.0077470769,0.3875028284
200035,630,N,20,10,OS,IN,60,2,0,9,10,0.35,9.35,0.0318086256,0.0343307355,0.0792901235,0.3940719136,11,13,11,1.99,4.97,0.3111111111,0.0154622222,0.3940719136
5800208,360,O,31,10,QR,IN,80,0,99,10,7,0.2,10.2,0.0274889357,0.0285994887,0.0404,0.388648,22,10,7,2.23,9.62,0.12,0.011544,0.388648
3000689,1265,N,35,12,PS,FU,100,4,0,38,14,0.04,38.04,0.7938804636,0.7955526705,0.0021063712,0.3837387036,199,46,14,24.93,182.18,0.0042105263,0.0076707368,0.3837387036
3000377,1990,O,27,15,LC,FU,60,5,0,47,22,0.06,47.06,1.9084389972,1.9133147176,0.0025548212,0.3837341421,235,62,18,21.79,150.2,0.005106383,0.0076697872,0.3837341421
3200057,880,E,21,15,BS,FU,30,1,0,12,9,0.17,12.17,0.050893801,0.0523460061,0.0285340278,0.385209375,26,21,10,5.64,13.5,0.085,0.011475,0.385209375
3000444,2280,O,37,15,LC,FU,50,2,0,51,15,0.07,51.07,1.5321154672,1.5363241608,0.0027469819,0.3822974752,153,50,14,19.73,139.17,0.0054901961,0.0076407059,0.3822974752
700471,1700,N,27,13,AF,FC,30,0,0,52,26,0.07,52.07,2.760831624,2.7682696352,0.0026941198,0.3813796021,150,52,26,15.15,141.56,0.0053846154,0.0076224615,0.3813796021
3000023,1920,N,15,12,LC,FU,40,2,0,39,16,0.04,39.04,0.9556724852,0.9576338443,0.002052334,0.3805848153,107,47,19,24.25,185.44,0.0041025641,0.0076077949,0.3805848153
2600478,1250,S,15,15,BS,CM,25,0,0,14,8,0.14,14.14,0.061575216,0.0628128779,0.0201,0.3819,33,25,13,4.05,19,0.06,0.0114,0.3819
3000494,1925,N,30,15,PN,SG,50,2,0,18,7,0.07,18.07,0.0890641517,0.0897582199,0.0077929012,0.3800597932,92,46,15,8.58,48.77,0.0155555556,0.0075864444,0.3800597932
2500120,1700,O,25,15,LC,FU,30,0,0,25,8,0.08,25.08,0.1963495408,0.1976081885,0.00641024,0.3795503104,65,46,11,7.45,59.21,0.0128,0.00757888,0.3795503104
800046,1850,O,22,15,LC,FU,30,7,0,33,14,0.06,33.06,0.59870902,0.6008881229,0.0036396694,0.3790715702,91,35,19,12.45,104.15,0.0072727273,0.0075745455,0.3790715702
1300023,435,S,21,14,QC,CM,60,1,0,17,7,0.08,17.08,0.0794430242,0.0801924826,0.00943391,0.3790545052,48,38,15,7.21,40.18,0.0282352941,0.0113449412,0.3790545052
600440,1290,E,38,17,BS,SG,40,0,0,18,10,0.3,18.3,0.1272345025,0.1315109955,0.0336111111,0.38115,18,18,10,3.6,11.34,0.1333333333,0.01512,0.38115
3000080,1980,E,27,15,LC,FU,40,1,0,22,6,0.04,22.04,0.1140398133,0.1144548805,0.0036396694,0.3775065124,73,76,17,11.85,103.72,0.0072727273,0.0075432727,0.3775065124
3000464,1790,O,25,15,LC,FU,70,0,0,45,22,0.06,45.06,1.749474409,1.7541427842,0.0026684444,0.3764107733,113,47,21,17.08,141.06,0.0053333333,0.0075232,0.3764107733
3800131,1880,S,32,15,LC,FU,30,0,0,50,17,0.07,50.07,1.6689710972,1.6736474875,0.00280196,0.3741457188,133,62,21,13.47,133.53,0.0056,0.00747768,0.3741457188
400137,360,E,22,10,QR,SG,40,1,0,8,5,0.06,8.06,0.0125663706,0.012755573,0.01505625,0.37520175,38,20,8,7.64,24.92,0.045,0.011214,0.37520175
1000107,1160,N,27,10,FG,FU,30,1,0,22,14,0.3,22.3,0.2660928978,0.2733994569,0.0274586777,0.375360124,35,17,14,2.16,13.67,0.0818181818,0.0111845455,0.375360124
3000540,1945,N,25,15,LC,FU,70,0,0,27,13,0.05,27.05,0.3721609197,0.3735405698,0.0037071331,0.3717142318,115,46,18,12.36,100.27,0.0074074074,0.0074274074,0.3717142318
1000356,1360,N,49,8,LC,SG,25,4,0,24,14,0.05,24.05,0.3166725395,0.3179933828,0.0041710069,0.3715115885,106,24,14,12.74,89.07,0.0083333333,0.0074225,0.3715115885
700423,1865,O,33,10,LC,FU,90,1,0,31,10,0.04,31.04,0.3773838175,0.3783583396,0.0025823101,0.370458206,123,31,10,37.65,143.46,0.0051612903,0.0074043871,0.370458206
700453,1830,S,33,13,LC,FU,30,6,0,34,9,0.09,34.09,0.4085641246,0.4107299739,0.0053011246,0.3706546298,110,39,10,16.57,69.92,0.0105882353,0.0074032941,0.3706546298
200317,370,N,20,12,QR,CM,100,0,0,16,8,0.08,16.08,0.0804247719,0.0812310303,0.010025,0.36892,48,20,12,9.28,36.8,0.03,0.01104,0.36892
5300022,295,S,23,10,RB,CM,20,5,0,15,11,0.27,15.27,0.0971930227,0.1007234621,0.036324,0.37086804,30,18,14,1.49,10.21,0.108,0.0110268,0.37086804
200256,1290,O,20,10,BS,IN,100,1,0,10,10,0.1,10.1,0.0392699082,0.0400592333,0.0201,0.368835,10,21,10,5.2,18.35,0.08,0.01468,0.368835
3300579,750,N,10,10,CA,CM,85,10,0,22,13,0.03,22.03,0.2470862622,0.2477605933,0.0027291322,0.3669864112,27,37,14,22.89,134.47,0.0081818182,0.0110020909,0.3669864112
700490,2040,N,15,14,LC,FU,20,0,0,45,19,0.08,45.08,1.5109097168,1.5162866155,0.003558716,0.3670459733,127,45,19,11.44,103.14,0.0071111111,0.0073344,0.3670459733
2500162,430,N,20,15,AF,CM,20,0,0,46,18,0.32,46.32,1.4957122624,1.5165945544,0.0139614367,0.3673253989,66,46,18,4.63,26.31,0.027826087,0.0073210435,0.3673253989
800324,1140,E,19,10,BS,IN,60,8,0,9,6,0.44,9.44,0.0190851754,0.0209968973,0.1001679012,0.3746279506,11,13,8,1.9,3.74,0.3911111111,0.0146275556,0.3746279506
2800433,1120,E,25,13,LC,FU,40,1,0,35,17,0.12,35.12,0.8177958376,0.8234131938,0.006868898,0.3661122612,62,35,17,7.96,53.3,0.0137142857,0.0073097143,0.3661122612
3600103,920,E,19,15,AF,IN,80,0,0,10,14,0.4,10.4,0.0549778714,0.0594640657,0.0816,0.372096,10,12,11,1.39,4.56,0.32,0.014592,0.372096
200031,398,S,40,10,QR,IN,30,5,5,18,7,0.09,18.09,0.0890641517,0.0899570199,0.010025,0.365712,44,20,8,9.93,36.48,0.03,0.010944,0.365712
3000334,2040,O,27,15,LC,FU,30,5,0,23,13,0.06,23.06,0.2700591585,0.2714700006,0.0052241966,0.3650146163,98,35,14,9.96,69.87,0.0104347826,0.0072907826,0.3650146163
5900046,260,S,15,12,QV,CM,50,3,99,13,5,0.08,13.08,0.0331830724,0.0335927361,0.0123455621,0.3654286391,11,18,10,8.11,29.6,0.0492307692,0.0145723077,0.3654286391
1400456,350,N,5,15,RB,CM,30,10,99,30,15,0.17,30.17,0.5301437603,0.5361690797,0.0113654444,0.3644898033,12,30,15,4.54,32.07,0.0453333333,0.0145384,0.3644898033
4500125,1580,N,15,10,LC,FU,40,0,99,22,7,0.04,22.04,0.1330464489,0.133530694,0.0036396694,0.3628022479,30,35,12,11.45,99.68,0.0109090909,0.0108741818,0.3628022479
1600331,1140,O,32,11,QV,FU,98,17,0,57,22,0.04,57.04,2.8069344962,2.8108754357,0.0014040012,0.3625271579,130,57,22,32.58,258.21,0.0028070175,0.007248,0.3625271579
1600201,910,N,35,12,FG,FU,90,0,20,42,19,0.05,42.05,1.3161702422,1.3193058462,0.0023823696,0.3611910573,115,42,19,19.32,151.61,0.0047619048,0.0072195238,0.3611910573
3000395,1640,O,12,15,LC,SG,50,1,0,26,20,0.1,26.1,0.5309291585,0.5350210829,0.0077071006,0.3609235207,54,37,16,6.19,46.83,0.0230769231,0.0108069231,0.3609235207
600429,920,N,28,8,CA,CM,100,3,0,11,9,0.15,11.15,0.04276493,0.0439391984,0.0274586777,0.3613561983,26,11,9,8.33,13.16,0.0818181818,0.0107672727,0.3613561983
200369,970,E,30,8,OS,CM,80,1,0,15,7,0.15,15.15,0.0618501054,0.0630932925,0.0201,0.359589,35,15,7,6.71,17.89,0.06,0.010734,0.359589
600020,1100,N,13,15,BS,FU,40,0,0,23,12,0.09,23.09,0.2492853771,0.2512401231,0.0078413989,0.3576462023,39,24,11,7.63,45.61,0.0234782609,0.0107084348,0.3576462023
600008,690,O,20,9,CA,CM,80,7,0,20,9,0.12,20.12,0.1413716694,0.1430732188,0.012036,0.35783028,35,20,9,5.19,29.73,0.036,0.0107028,0.35783028
600050,1095,E,37,9,FG,CS,50,0,0,13,7,0.2,13.2,0.0464563014,0.0478967216,0.0310059172,0.3593585799,25,14,7,4.1,11.59,0.0923076923,0.0106984615,0.3593585799
